Date,DrawNo,Time,Mark,Line,Suit
15/08/1995,692,Evening,36,9,6 suit
16/08/1995,693,Midday,17,8,7 suit
16/08/1995,694,Evening,24,6,4 suit
17/08/1995,695,Midday,24,6,4 suit
17/08/1995,696,Evening,18,9,8 suit
18/08/1995,697,Midday,19,1,9 suit
18/08/1995,698,Evening,32,5,2 suit
19/08/1995,699,Midday,3,3,3 suit
19/08/1995,700,Evening,28,1,8 suit
21/08/1995,701,Midday,22,4,2 suit
21/08/1995,702,Evening,18,9,8 suit
22/08/1995,703,Midday,7,7,7 suit
22/08/1995,704,Evening,11,2,1 suit
23/08/1995,705,Midday,30,3,0s
23/08/1995,706,Evening,35,8,5 suit
24/08/1995,707,Midday,2,2,2 suit
24/08/1995,708,Evening,32,5,2 suit
25/08/1995,709,Midday,8,8,8 suit
25/08/1995,710,Evening,11,2,1 suit
26/08/1995,711,Midday,23,5,3 suit
26/08/1995,712,Evening,4,4,4 suit
28/08/1995,713,Midday,11,2,1 suit
28/08/1995,714,Evening,26,8,6 suit
29/08/1995,715,Midday,25,7,5 suit
29/08/1995,716,Evening,33,6,3 suit
30/08/1995,717,Midday,11,2,1 suit
30/08/1995,718,Evening,29,2,9 suit
31/08/1995,719,Midday,9,9,9 suit
31/08/1995,720,Evening,11,2,1 suit
02/10/1995,773,Midday,1,1,1 suit
02/10/1995,774,Evening,30,3,0s
03/10/1995,775,Midday,12,3,2 suit
03/10/1995,776,Evening,6,6,6 suit
04/10/1995,777,Midday,30,3,0s
04/10/1995,778,Evening,8,8,8 suit
05/10/1995,779,Midday,16,7,6 suit
05/10/1995,780,Evening,4,4,4 suit
06/10/1995,781,Midday,35,8,5 suit
06/10/1995,782,Evening,16,7,6 suit
07/10/1995,783,Midday,1,1,1 suit
07/10/1995,784,Evening,16,7,6 suit
09/10/1995,785,Midday,18,9,8 suit
09/10/1995,786,Evening,13,4,3 suit
10/10/1995,787,Midday,23,5,3 suit
10/10/1995,788,Evening,18,9,8 suit
11/10/1995,789,Midday,30,3,0s
11/10/1995,790,Evening,33,6,3 suit
12/10/1995,791,Midday,27,9,7 suit
12/10/1995,792,Evening,20,2,0s
13/10/1995,793,Midday,7,7,7 suit
13/10/1995,794,Evening,4,4,4 suit
14/10/1995,795,Midday,20,2,0s
14/10/1995,796,Evening,26,8,6 suit
16/10/1995,797,Midday,14,5,4 suit
16/10/1995,798,Evening,36,9,6 suit
17/10/1995,799,Midday,31,4,1 suit
17/10/1995,800,Evening,17,8,7 suit
18/10/1995,801,Midday,13,4,3 suit
18/10/1995,802,Evening,25,7,5 suit
19/10/1995,803,Midday,7,7,7 suit
19/10/1995,804,Evening,5,5,5 suit
20/10/1995,805,Midday,30,3,0s
20/10/1995,806,Evening,13,4,3 suit
21/10/1995,807,Midday,11,2,1 suit
21/10/1995,808,Evening,27,9,7 suit
24/10/1995,809,Midday,27,9,7 suit
24/10/1995,810,Evening,23,5,3 suit
25/10/1995,811,Midday,35,8,5 suit
25/10/1995,812,Evening,34,7,4 suit
26/10/1995,813,Midday,20,2,0s
26/10/1995,814,Evening,1,1,1 suit
27/10/1995,815,Midday,15,6,5 suit
27/10/1995,816,Evening,19,1,9 suit
28/10/1995,817,Midday,8,8,8 suit
28/10/1995,818,Evening,21,3,1 suit
30/10/1995,819,Midday,11,2,1 suit
30/10/1995,820,Evening,26,8,6 suit
31/10/1995,821,Midday,31,4,1 suit
31/10/1995,822,Evening,31,4,1 suit
01/11/1995,823,Midday,31,4,1 suit
01/11/1995,824,Evening,28,1,8 suit
02/11/1995,825,Midday,29,2,9 suit
02/11/1995,826,Evening,2,2,2 suit
03/11/1995,827,Midday,25,7,5 suit
03/11/1995,828,Evening,32,5,2 suit
04/11/1995,829,Midday,2,2,2 suit
04/11/1995,830,Evening,13,4,3 suit
06/11/1995,831,Midday,9,9,9 suit
06/11/1995,832,Evening,17,8,7 suit
07/11/1995,833,Midday,27,9,7 suit
07/11/1995,834,Evening,6,6,6 suit
08/11/1995,835,Midday,5,5,5 suit
08/11/1995,836,Evening,36,9,6 suit
09/11/1995,837,Midday,15,6,5 suit
09/11/1995,838,Evening,14,5,4 suit
10/11/1995,839,Midday,1,1,1 suit
10/11/1995,840,Evening,17,8,7 suit
11/11/1995,841,Midday,15,6,5 suit
11/11/1995,842,Evening,24,6,4 suit
13/11/1995,843,Midday,16,7,6 suit
13/11/1995,844,Evening,28,1,8 suit
14/11/1995,845,Midday,32,5,2 suit
14/11/1995,846,Evening,15,6,5 suit
15/11/1995,847,Midday,17,8,7 suit
15/11/1995,848,Evening,11,2,1 suit
16/11/1995,849,Midday,13,4,3 suit
16/11/1995,850,Evening,9,9,9 suit
17/11/1995,851,Midday,18,9,8 suit
17/11/1995,852,Evening,5,5,5 suit
18/11/1995,853,Midday,33,6,3 suit
18/11/1995,854,Evening,16,7,6 suit
20/11/1995,855,Midday,31,4,1 suit
20/11/1995,856,Evening,18,9,8 suit
21/11/1995,857,Midday,18,9,8 suit
21/11/1995,858,Evening,7,7,7 suit
22/11/1995,859,Midday,2,2,2 suit
22/11/1995,860,Evening,4,4,4 suit
23/11/1995,861,Midday,2,2,2 suit
23/11/1995,862,Evening,28,1,8 suit
24/11/1995,863,Midday,5,5,5 suit
24/11/1995,864,Evening,21,3,1 suit
25/11/1995,865,Midday,13,4,3 suit
25/11/1995,866,Evening,18,9,8 suit
27/11/1995,867,Midday,3,3,3 suit
27/11/1995,868,Evening,30,3,0s
28/11/1995,869,Midday,17,8,7 suit
28/11/1995,870,Evening,1,1,1 suit
29/11/1995,871,Midday,28,1,8 suit
29/11/1995,872,Evening,15,6,5 suit
30/11/1995,873,Midday,27,9,7 suit
30/11/1995,874,Evening,11,2,1 suit
01/12/1995,875,Midday,1,1,1 suit
01/12/1995,876,Evening,1,1,1 suit
02/12/1995,877,Midday,28,1,8 suit
02/12/1995,878,Evening,15,6,5 suit
04/12/1995,879,Midday,21,3,1 suit
04/12/1995,880,Evening,3,3,3 suit
05/12/1995,881,Midday,35,8,5 suit
05/12/1995,882,Evening,30,3,0s
06/12/1995,883,Midday,8,8,8 suit
06/12/1995,884,Evening,35,8,5 suit
07/12/1995,885,Midday,27,9,7 suit
07/12/1995,886,Evening,17,8,7 suit
08/12/1995,887,Midday,2,2,2 suit
08/12/1995,888,Evening,3,3,3 suit
09/12/1995,889,Midday,19,1,9 suit
09/12/1995,890,Evening,6,6,6 suit
11/12/1995,891,Midday,31,4,1 suit
11/12/1995,892,Evening,9,9,9 suit
12/12/1995,893,Midday,8,8,8 suit
12/12/1995,894,Evening,16,7,6 suit
13/12/1995,895,Midday,31,4,1 suit
13/12/1995,896,Evening,23,5,3 suit
14/12/1995,897,Midday,35,8,5 suit
14/12/1995,898,Evening,32,5,2 suit
15/12/1995,899,Midday,4,4,4 suit
15/12/1995,900,Evening,4,4,4 suit
16/12/1995,901,Midday,2,2,2 suit
16/12/1995,902,Evening,12,3,2 suit
18/12/1995,903,Midday,9,9,9 suit
18/12/1995,904,Evening,29,2,9 suit
19/12/1995,905,Midday,15,6,5 suit
19/12/1995,906,Evening,13,4,3 suit
20/12/1995,907,Midday,13,4,3 suit
20/12/1995,908,Evening,4,4,4 suit
21/12/1995,909,Midday,28,1,8 suit
21/12/1995,910,Evening,36,9,6 suit
22/12/1995,911,Midday,11,2,1 suit
22/12/1995,912,Evening,31,4,1 suit
23/12/1995,913,Midday,5,5,5 suit
23/12/1995,914,Evening,11,2,1 suit
26/12/1995,915,Midday,15,6,5 suit
26/12/1995,916,Evening,2,2,2 suit
27/12/1995,917,Midday,3,3,3 suit
27/12/1995,918,Evening,21,3,1 suit
28/12/1995,919,Midday,17,8,7 suit
28/12/1995,920,Evening,32,5,2 suit
29/12/1995,921,Midday,36,9,6 suit
29/12/1995,922,Evening,11,2,1 suit
30/12/1995,923,Midday,27,9,7 suit
30/12/1995,924,Evening,31,4,1 suit
01/01/1996,925,Midday,2,2,2 suit
01/01/1996,926,Evening,4,4,4 suit
02/01/1996,927,Midday,26,8,6 suit
02/01/1996,928,Evening,1,1,1 suit
03/01/1996,929,Midday,26,8,6 suit
03/01/1996,930,Evening,16,7,6 suit
04/01/1996,931,Midday,27,9,7 suit
04/01/1996,932,Evening,25,7,5 suit
05/01/1996,933,Midday,31,4,1 suit
05/01/1996,934,Evening,19,1,9 suit
06/01/1996,935,Midday,26,8,6 suit
06/01/1996,936,Evening,35,8,5 suit
08/01/1996,937,Midday,25,7,5 suit
08/01/1996,938,Evening,31,4,1 suit
09/01/1996,939,Midday,9,9,9 suit
09/01/1996,940,Evening,27,9,7 suit
10/01/1996,941,Midday,16,7,6 suit
10/01/1996,942,Evening,18,9,8 suit
11/01/1996,943,Midday,32,5,2 suit
11/01/1996,944,Evening,25,7,5 suit
12/01/1996,945,Midday,3,3,3 suit
12/01/1996,946,Evening,6,6,6 suit
13/01/1996,947,Midday,8,8,8 suit
13/01/1996,948,Evening,11,2,1 suit
15/01/1996,949,Midday,22,4,2 suit
15/01/1996,950,Evening,6,6,6 suit
16/01/1996,951,Midday,23,5,3 suit
16/01/1996,952,Evening,4,4,4 suit
17/01/1996,953,Midday,6,6,6 suit
17/01/1996,954,Evening,1,1,1 suit
18/01/1996,955,Midday,9,9,9 suit
18/01/1996,956,Evening,4,4,4 suit
19/01/1996,957,Midday,6,6,6 suit
19/01/1996,958,Evening,28,1,8 suit
20/01/1996,959,Midday,18,9,8 suit
20/01/1996,960,Evening,20,2,0s
22/01/1996,961,Midday,8,8,8 suit
22/01/1996,962,Evening,35,8,5 suit
23/01/1996,963,Midday,14,5,4 suit
23/01/1996,964,Evening,35,8,5 suit
24/01/1996,965,Midday,26,8,6 suit
24/01/1996,966,Evening,26,8,6 suit
25/01/1996,967,Midday,25,7,5 suit
25/01/1996,968,Evening,29,2,9 suit
26/01/1996,969,Midday,6,6,6 suit
26/01/1996,970,Evening,17,8,7 suit
27/01/1996,971,Midday,29,2,9 suit
27/01/1996,972,Evening,13,4,3 suit
29/01/1996,973,Midday,34,7,4 suit
29/01/1996,974,Evening,6,6,6 suit
30/01/1996,975,Midday,16,7,6 suit
30/01/1996,976,Evening,16,7,6 suit
31/01/1996,977,Midday,31,4,1 suit
31/01/1996,978,Evening,19,1,9 suit
01/02/1996,979,Midday,23,5,3 suit
01/02/1996,980,Evening,33,6,3 suit
02/02/1996,981,Midday,18,9,8 suit
02/02/1996,982,Evening,21,3,1 suit
03/02/1996,983,Midday,17,8,7 suit
03/02/1996,984,Evening,24,6,4 suit
05/02/1996,985,Midday,10,1,0s
05/02/1996,986,Evening,35,8,5 suit
06/02/1996,987,Midday,4,4,4 suit
06/02/1996,988,Evening,12,3,2 suit
07/02/1996,989,Midday,22,4,2 suit
07/02/1996,990,Evening,34,7,4 suit
08/02/1996,991,Midday,3,3,3 suit
08/02/1996,992,Evening,8,8,8 suit
09/02/1996,993,Midday,23,5,3 suit
09/02/1996,994,Evening,4,4,4 suit
10/02/1996,995,Midday,10,1,0s
10/02/1996,996,Evening,16,7,6 suit
12/02/1996,997,Midday,16,7,6 suit
12/02/1996,998,Evening,14,5,4 suit
13/02/1996,999,Midday,16,7,6 suit
13/02/1996,1000,Evening,26,8,6 suit
14/02/1996,1001,Midday,32,5,2 suit
14/02/1996,1002,Evening,8,8,8 suit
15/02/1996,1003,Midday,12,3,2 suit
15/02/1996,1004,Evening,13,4,3 suit
16/02/1996,1005,Midday,36,9,6 suit
16/02/1996,1006,Evening,28,1,8 suit
17/02/1996,1007,Midday,4,4,4 suit
17/02/1996,1008,Evening,10,1,0s
19/02/1996,1009,Midday,36,9,6 suit
19/02/1996,1010,Evening,11,2,1 suit
20/02/1996,1011,Midday,29,2,9 suit
20/02/1996,1012,Evening,2,2,2 suit
22/02/1996,1013,Midday,25,7,5 suit
22/02/1996,1014,Evening,14,5,4 suit
23/02/1996,1015,Midday,32,5,2 suit
23/02/1996,1016,Evening,29,2,9 suit
24/02/1996,1017,Midday,14,5,4 suit
24/02/1996,1018,Evening,27,9,7 suit
26/02/1996,1019,Midday,30,3,0s
26/02/1996,1020,Evening,6,6,6 suit
27/02/1996,1021,Midday,3,3,3 suit
27/02/1996,1022,Evening,21,3,1 suit
28/02/1996,1023,Midday,35,8,5 suit
28/02/1996,1024,Evening,1,1,1 suit
29/02/1996,1025,Midday,28,1,8 suit
29/02/1996,1026,Evening,27,9,7 suit
01/03/1996,1027,Midday,6,6,6 suit
01/03/1996,1028,Evening,21,3,1 suit
02/03/1996,1029,Midday,24,6,4 suit
02/03/1996,1030,Evening,13,4,3 suit
04/03/1996,1031,Midday,8,8,8 suit
04/03/1996,1032,Evening,21,3,1 suit
05/03/1996,1033,Midday,20,2,0s
05/03/1996,1034,Evening,35,8,5 suit
06/03/1996,1035,Midday,30,3,0s
06/03/1996,1036,Evening,26,8,6 suit
07/03/1996,1037,Midday,28,1,8 suit
07/03/1996,1038,Evening,15,6,5 suit
08/03/1996,1039,Midday,30,3,0s
08/03/1996,1040,Evening,33,6,3 suit
09/03/1996,1041,Midday,15,6,5 suit
09/03/1996,1042,Evening,30,3,0s
11/03/1996,1043,Midday,32,5,2 suit
11/03/1996,1044,Evening,17,8,7 suit
12/03/1996,1045,Midday,2,2,2 suit
12/03/1996,1046,Evening,33,6,3 suit
13/03/1996,1047,Midday,8,8,8 suit
13/03/1996,1048,Evening,22,4,2 suit
14/03/1996,1049,Midday,11,2,1 suit
14/03/1996,1050,Evening,5,5,5 suit
15/03/1996,1051,Midday,13,4,3 suit
15/03/1996,1052,Evening,32,5,2 suit
16/03/1996,1053,Midday,36,9,6 suit
16/03/1996,1054,Evening,28,1,8 suit
18/03/1996,1055,Midday,32,5,2 suit
18/03/1996,1056,Evening,31,4,1 suit
19/03/1996,1057,Midday,24,6,4 suit
19/03/1996,1058,Evening,17,8,7 suit
20/03/1996,1059,Midday,33,6,3 suit
20/03/1996,1060,Evening,2,2,2 suit
21/03/1996,1061,Midday,8,8,8 suit
21/03/1996,1062,Evening,2,2,2 suit
22/03/1996,1063,Midday,35,8,5 suit
22/03/1996,1064,Evening,10,1,0s
23/03/1996,1065,Midday,18,9,8 suit
23/03/1996,1066,Evening,19,1,9 suit
25/03/1996,1067,Midday,8,8,8 suit
25/03/1996,1068,Evening,13,4,3 suit
26/03/1996,1069,Midday,23,5,3 suit
26/03/1996,1070,Evening,12,3,2 suit
27/03/1996,1071,Midday,10,1,0s
27/03/1996,1072,Evening,2,2,2 suit
28/03/1996,1073,Midday,31,4,1 suit
28/03/1996,1074,Evening,29,2,9 suit
29/03/1996,1075,Midday,16,7,6 suit
29/03/1996,1076,Evening,11,2,1 suit
01/04/1996,1077,Midday,35,8,5 suit
01/04/1996,1078,Evening,5,5,5 suit
02/04/1996,1079,Midday,16,7,6 suit
02/04/1996,1080,Evening,36,9,6 suit
03/04/1996,1081,Midday,6,6,6 suit
03/04/1996,1082,Evening,13,4,3 suit
04/04/1996,1083,Midday,21,3,1 suit
04/04/1996,1084,Evening,31,4,1 suit
06/04/1996,1085,Midday,8,8,8 suit
06/04/1996,1086,Evening,30,3,0s
08/04/1996,1087,Midday,17,8,7 suit
08/04/1996,1088,Evening,32,5,2 suit
09/04/1996,1089,Midday,3,3,3 suit
09/04/1996,1090,Evening,18,9,8 suit
10/04/1996,1091,Midday,13,4,3 suit
10/04/1996,1092,Evening,18,9,8 suit
11/04/1996,1093,Midday,16,7,6 suit
11/04/1996,1094,Evening,29,2,9 suit
12/04/1996,1095,Midday,24,6,4 suit
12/04/1996,1096,Evening,33,6,3 suit
13/04/1996,1097,Midday,4,4,4 suit
13/04/1996,1098,Evening,20,2,0s
15/04/1996,1099,Midday,15,6,5 suit
15/04/1996,1100,Evening,17,8,7 suit
16/04/1996,1101,Midday,12,3,2 suit
16/04/1996,1102,Evening,16,7,6 suit
17/04/1996,1103,Midday,30,3,0s
17/04/1996,1104,Evening,9,9,9 suit
18/04/1996,1105,Midday,30,3,0s
18/04/1996,1106,Evening,16,7,6 suit
19/04/1996,1107,Midday,16,7,6 suit
19/04/1996,1108,Evening,6,6,6 suit
20/04/1996,1109,Midday,23,5,3 suit
20/04/1996,1110,Evening,1,1,1 suit
22/04/1996,1111,Midday,28,1,8 suit
22/04/1996,1112,Evening,3,3,3 suit
23/04/1996,1113,Midday,2,2,2 suit
23/04/1996,1114,Evening,21,3,1 suit
24/04/1996,1115,Midday,25,7,5 suit
24/04/1996,1116,Evening,10,1,0s
25/04/1996,1117,Midday,12,3,2 suit
25/04/1996,1118,Evening,10,1,0s
26/04/1996,1119,Midday,22,4,2 suit
26/04/1996,1120,Evening,10,1,0s
27/04/1996,1121,Midday,5,5,5 suit
27/04/1996,1122,Evening,15,6,5 suit
29/04/1996,1123,Midday,2,2,2 suit
29/04/1996,1124,Evening,3,3,3 suit
30/04/1996,1125,Midday,11,2,1 suit
30/04/1996,1126,Evening,4,4,4 suit
01/05/1996,1127,Midday,2,2,2 suit
01/05/1996,1128,Evening,11,2,1 suit
02/05/1996,1129,Midday,15,6,5 suit
02/05/1996,1130,Evening,1,1,1 suit
03/05/1996,1131,Midday,1,1,1 suit
03/05/1996,1132,Evening,32,5,2 suit
04/05/1996,1133,Midday,27,9,7 suit
04/05/1996,1134,Evening,8,8,8 suit
06/05/1996,1135,Midday,18,9,8 suit
06/05/1996,1136,Evening,25,7,5 suit
07/05/1996,1137,Midday,27,9,7 suit
07/05/1996,1138,Evening,33,6,3 suit
08/05/1996,1139,Midday,21,3,1 suit
08/05/1996,1140,Evening,20,2,0s
09/05/1996,1141,Midday,27,9,7 suit
09/05/1996,1142,Evening,1,1,1 suit
10/05/1996,1143,Midday,6,6,6 suit
10/05/1996,1144,Evening,1,1,1 suit
11/05/1996,1145,Midday,14,5,4 suit
11/05/1996,1146,Evening,14,5,4 suit
13/05/1996,1147,Midday,8,8,8 suit
13/05/1996,1148,Evening,34,7,4 suit
14/05/1996,1149,Midday,10,1,0s
14/05/1996,1150,Evening,8,8,8 suit
15/05/1996,1151,Midday,29,2,9 suit
15/05/1996,1152,Evening,18,9,8 suit
16/05/1996,1153,Midday,12,3,2 suit
16/05/1996,1154,Evening,10,1,0s
17/05/1996,1155,Midday,17,8,7 suit
17/05/1996,1156,Evening,35,8,5 suit
18/05/1996,1157,Midday,29,2,9 suit
18/05/1996,1158,Evening,19,1,9 suit
20/05/1996,1159,Midday,27,9,7 suit
20/05/1996,1160,Evening,6,6,6 suit
21/05/1996,1161,Midday,24,6,4 suit
21/05/1996,1162,Evening,26,8,6 suit
22/05/1996,1163,Midday,25,7,5 suit
22/05/1996,1164,Evening,31,4,1 suit
23/05/1996,1165,Midday,25,7,5 suit
23/05/1996,1166,Evening,4,4,4 suit
24/05/1996,1167,Midday,29,2,9 suit
24/05/1996,1168,Evening,12,3,2 suit
25/05/1996,1169,Midday,7,7,7 suit
25/05/1996,1170,Evening,21,3,1 suit
27/05/1996,1171,Midday,29,2,9 suit
27/05/1996,1172,Evening,25,7,5 suit
28/05/1996,1173,Midday,11,2,1 suit
28/05/1996,1174,Evening,22,4,2 suit
29/05/1996,1175,Midday,29,2,9 suit
29/05/1996,1176,Evening,11,2,1 suit
30/05/1996,1177,Midday,19,1,9 suit
30/05/1996,1178,Evening,9,9,9 suit
31/05/1996,1179,Midday,28,1,8 suit
31/05/1996,1180,Evening,32,5,2 suit
01/06/1996,1181,Midday,22,4,2 suit
01/06/1996,1182,Evening,36,9,6 suit
03/06/1996,1183,Midday,34,7,4 suit
03/06/1996,1184,Evening,33,6,3 suit
04/06/1996,1185,Midday,22,4,2 suit
04/06/1996,1186,Evening,30,3,0s
05/06/1996,1187,Midday,9,9,9 suit
05/06/1996,1188,Evening,28,1,8 suit
07/06/1996,1189,Midday,19,1,9 suit
07/06/1996,1190,Evening,31,4,1 suit
08/06/1996,1191,Midday,23,5,3 suit
08/06/1996,1192,Evening,9,9,9 suit
10/06/1996,1193,Midday,11,2,1 suit
10/06/1996,1194,Evening,6,6,6 suit
11/06/1996,1195,Midday,35,8,5 suit
11/06/1996,1196,Evening,18,9,8 suit
12/06/1996,1197,Midday,23,5,3 suit
12/06/1996,1198,Evening,11,2,1 suit
13/06/1996,1199,Midday,24,6,4 suit
13/06/1996,1200,Evening,7,7,7 suit
14/06/1996,1201,Midday,11,2,1 suit
14/06/1996,1202,Evening,26,8,6 suit
15/06/1996,1203,Midday,31,4,1 suit
15/06/1996,1204,Evening,19,1,9 suit
17/06/1996,1205,Midday,24,6,4 suit
17/06/1996,1206,Evening,21,3,1 suit
18/06/1996,1207,Midday,31,4,1 suit
18/06/1996,1208,Evening,23,5,3 suit
19/06/1996,1209,Midday,29,2,9 suit
19/06/1996,1210,Evening,23,5,3 suit
20/06/1996,1211,Midday,6,6,6 suit
20/06/1996,1212,Evening,31,4,1 suit
21/06/1996,1213,Midday,9,9,9 suit
21/06/1996,1214,Evening,3,3,3 suit
22/06/1996,1215,Midday,24,6,4 suit
22/06/1996,1216,Evening,7,7,7 suit
24/06/1996,1217,Midday,9,9,9 suit
24/06/1996,1218,Evening,2,2,2 suit
25/06/1996,1219,Midday,35,8,5 suit
25/06/1996,1220,Evening,30,3,0s
26/06/1996,1221,Midday,36,9,6 suit
26/06/1996,1222,Evening,4,4,4 suit
27/06/1996,1223,Midday,36,9,6 suit
27/06/1996,1224,Evening,7,7,7 suit
28/06/1996,1225,Midday,14,5,4 suit
28/06/1996,1226,Evening,26,8,6 suit
29/06/1996,1227,Midday,6,6,6 suit
29/06/1996,1228,Evening,16,7,6 suit
01/07/1996,1229,Midday,31,4,1 suit
01/07/1996,1230,Evening,24,6,4 suit
02/07/1996,1231,Midday,30,3,0s
02/07/1996,1232,Evening,36,9,6 suit
03/07/1996,1233,Midday,22,4,2 suit
03/07/1996,1234,Evening,7,7,7 suit
04/07/1996,1235,Midday,12,3,2 suit
04/07/1996,1236,Evening,28,1,8 suit
05/07/1996,1237,Midday,31,4,1 suit
05/07/1996,1238,Evening,5,5,5 suit
06/07/1996,1239,Midday,8,8,8 suit
06/07/1996,1240,Evening,25,7,5 suit
08/07/1996,1241,Midday,9,9,9 suit
08/07/1996,1242,Evening,17,8,7 suit
09/07/1996,1243,Midday,10,1,0s
09/07/1996,1244,Evening,17,8,7 suit
10/07/1996,1245,Midday,23,5,3 suit
10/07/1996,1246,Evening,12,3,2 suit
11/07/1996,1247,Midday,30,3,0s
11/07/1996,1248,Evening,31,4,1 suit
12/07/1996,1249,Midday,4,4,4 suit
12/07/1996,1250,Evening,8,8,8 suit
13/07/1996,1251,Midday,16,7,6 suit
13/07/1996,1252,Evening,23,5,3 suit
15/07/1996,1253,Midday,16,7,6 suit
15/07/1996,1254,Evening,8,8,8 suit
16/07/1996,1255,Midday,24,6,4 suit
16/07/1996,1256,Evening,23,5,3 suit
17/07/1996,1257,Midday,18,9,8 suit
17/07/1996,1258,Evening,14,5,4 suit
18/07/1996,1259,Midday,19,1,9 suit
18/07/1996,1260,Evening,35,8,5 suit
19/07/1996,1261,Midday,32,5,2 suit
19/07/1996,1262,Evening,27,9,7 suit
20/07/1996,1263,Midday,21,3,1 suit
20/07/1996,1264,Evening,23,5,3 suit
22/07/1996,1265,Midday,16,7,6 suit
22/07/1996,1266,Evening,6,6,6 suit
23/07/1996,1267,Midday,35,8,5 suit
23/07/1996,1268,Evening,27,9,7 suit
24/07/1996,1269,Midday,20,2,0s
24/07/1996,1270,Evening,18,9,8 suit
25/07/1996,1271,Midday,34,7,4 suit
25/07/1996,1272,Evening,2,2,2 suit
26/07/1996,1273,Midday,23,5,3 suit
26/07/1996,1274,Evening,20,2,0s
27/07/1996,1275,Midday,31,4,1 suit
27/07/1996,1276,Evening,8,8,8 suit
29/07/1996,1277,Midday,13,4,3 suit
29/07/1996,1278,Evening,19,1,9 suit
30/07/1996,1279,Midday,2,2,2 suit
30/07/1996,1280,Evening,6,6,6 suit
31/07/1996,1281,Midday,28,1,8 suit
31/07/1996,1282,Evening,35,8,5 suit
01/08/1996,1283,Midday,30,3,0s
01/08/1996,1284,Evening,31,4,1 suit
02/08/1996,1285,Midday,24,6,4 suit
02/08/1996,1286,Evening,10,1,0s
03/08/1996,1287,Midday,18,9,8 suit
03/08/1996,1288,Evening,21,3,1 suit
05/08/1996,1289,Midday,2,2,2 suit
05/08/1996,1290,Evening,30,3,0s
06/08/1996,1291,Midday,7,7,7 suit
06/08/1996,1292,Evening,36,9,6 suit
07/08/1996,1293,Midday,4,4,4 suit
07/08/1996,1294,Evening,28,1,8 suit
08/08/1996,1295,Midday,6,6,6 suit
08/08/1996,1296,Evening,17,8,7 suit
09/08/1996,1297,Midday,24,6,4 suit
09/08/1996,1298,Evening,35,8,5 suit
10/08/1996,1299,Midday,10,1,0s
10/08/1996,1300,Evening,11,2,1 suit
12/08/1996,1301,Midday,8,8,8 suit
12/08/1996,1302,Evening,3,3,3 suit
13/08/1996,1303,Midday,2,2,2 suit
13/08/1996,1304,Evening,2,2,2 suit
14/08/1996,1305,Midday,26,8,6 suit
14/08/1996,1306,Evening,2,2,2 suit
15/08/1996,1307,Midday,14,5,4 suit
15/08/1996,1308,Evening,15,6,5 suit
16/08/1996,1309,Midday,24,6,4 suit
16/08/1996,1310,Evening,27,9,7 suit
17/08/1996,1311,Midday,6,6,6 suit
17/08/1996,1312,Evening,10,1,0s
19/08/1996,1313,Midday,3,3,3 suit
19/08/1996,1314,Evening,33,6,3 suit
20/08/1996,1315,Midday,34,7,4 suit
20/08/1996,1316,Evening,35,8,5 suit
21/08/1996,1317,Midday,18,9,8 suit
21/08/1996,1318,Evening,21,3,1 suit
22/08/1996,1319,Midday,9,9,9 suit
22/08/1996,1320,Evening,16,7,6 suit
23/08/1996,1321,Midday,7,7,7 suit
23/08/1996,1322,Evening,17,8,7 suit
24/08/1996,1323,Midday,24,6,4 suit
24/08/1996,1324,Evening,27,9,7 suit
26/08/1996,1325,Midday,28,1,8 suit
26/08/1996,1326,Evening,25,7,5 suit
27/08/1996,1327,Midday,7,7,7 suit
27/08/1996,1328,Evening,4,4,4 suit
28/08/1996,1329,Midday,21,3,1 suit
28/08/1996,1330,Evening,17,8,7 suit
29/08/1996,1331,Midday,21,3,1 suit
29/08/1996,1332,Evening,5,5,5 suit
30/08/1996,1333,Midday,18,9,8 suit
30/08/1996,1334,Evening,14,5,4 suit
31/08/1996,1335,Midday,1,1,1 suit
31/08/1996,1336,Evening,27,9,7 suit
01/10/1996,1387,Midday,23,5,3 suit
01/10/1996,1388,Evening,12,3,2 suit
02/10/1996,1389,Midday,3,3,3 suit
02/10/1996,1390,Evening,35,8,5 suit
03/10/1996,1391,Midday,9,9,9 suit
03/10/1996,1392,Evening,25,7,5 suit
04/10/1996,1393,Midday,17,8,7 suit
04/10/1996,1394,Evening,35,8,5 suit
05/10/1996,1395,Midday,30,3,0s
05/10/1996,1396,Evening,29,2,9 suit
07/10/1996,1397,Midday,32,5,2 suit
07/10/1996,1398,Evening,31,4,1 suit
08/10/1996,1399,Midday,31,4,1 suit
08/10/1996,1400,Evening,30,3,0s
09/10/1996,1401,Midday,21,3,1 suit
09/10/1996,1402,Evening,36,9,6 suit
10/10/1996,1403,Midday,10,1,0s
10/10/1996,1404,Evening,28,1,8 suit
11/10/1996,1405,Midday,26,8,6 suit
11/10/1996,1406,Evening,36,9,6 suit
12/10/1996,1407,Midday,21,3,1 suit
12/10/1996,1408,Evening,34,7,4 suit
14/10/1996,1409,Midday,5,5,5 suit
14/10/1996,1410,Evening,22,4,2 suit
15/10/1996,1411,Midday,6,6,6 suit
15/10/1996,1412,Evening,31,4,1 suit
16/10/1996,1413,Midday,33,6,3 suit
16/10/1996,1414,Evening,11,2,1 suit
17/10/1996,1415,Midday,17,8,7 suit
